video_id,channel_id,channel_name,title,published_at,duration,view_count,like_count,comment_count
YL9hnO9hoK4,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,窮爸爸富爸爸 (被動收入的重要),2020-08-24T02:56:07Z,PT10M58S,687,22,2
ce-zMqHXDnU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,買英國樓前的CHECK LIST! 如何從Rightmove尋找樓盤確實位置,2020-08-18T00:51:05Z,PT11M54S,2565,48,9
j-d-kHUmXV0,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,買英國樓踏出第一步 (入門需知),2020-08-10T10:30:06Z,PT7M9S,574,20,0
EpfHkWW8NRU,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,香港VS英國收租回報比拼 !! 月月有錢袋!!! 正現金流!,2020-08-09T06:00:03Z,PT15M,499,24,4
JDBotAauJ7E,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,英國買樓放租按揭詳細攻略!!! Buy To Let Mortgage,2020-08-08T08:39:00Z,PT14M15S,3475,91,9
NDkSoZCLZYY,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,如何唱外幣最慳錢？唱英鎊慳錢大法!!!,2020-08-07T13:53:36Z,PT13M31S,4894,124,6
gkzVhJN6iPo,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,香港英國按揭比較,2020-08-06T16:00:24Z,PT5M5S,444,27,4
knggvKTnh4o,UCFfbH3zDLa47d4nfotQ349Q,投資最容易,香港英國買樓流程比較,2020-08-06T07:47:02Z,PT7M22S,596,24,3
VM_4NyLMrYs,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏥高端醫保加價龍虎榜📊】高端醫保加得更勁📈｜邊間平邊間貴📉｜後生定老來加得勁🏃🏻‍♂️｜小心退休後嗰段⚠️,2025-11-03T00:00:36Z,PT26M56S,5091,307,323
MkvyUq_qqS4,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏃🏻‍♂️FWD分紅掂唔掂📊】皇牌盈聚派成點🧐｜儲蓄危疾好大鑊📉｜舊公司單都出事⚠️｜畀你信唔信佢好❓️,2025-10-27T00:00:23Z,PT33M25S,2195,101,34
czOI3DS5MAE,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📉樓市大辯論📈】現時嘅客觀數據📊｜樓爆因素逐個睇🔢｜引爆點係咩🔥,2025-10-21T00:00:51Z,PT36M56S,2269,103,88
LsIDSaei6K4,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈樓市回穩係假象📉】樓市止跌近一年➡️｜長遠至少跌6成💸｜大膽假設小心求證🧐｜係理論還是信仰🙏🏻,2025-10-17T10:00:40Z,PT28M18S,8116,279,204
LaIFD2gc5_w,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤑呃保險嘅大仆街🫵🏻】單身地獄團糾紛❎️｜負責人之一呃保險👮‍♂️｜智偉前同事呃保險故事🤬｜刑事責任追唔追⚠️,2025-10-13T00:00:33Z,PT36M5S,3432,133,18
PXeRHFdLi_A,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【👮‍♂️休班警呃保險300萬🤑】廉署出動清警奸🏛｜8年呃咗300萬💰｜保險真係咁好呃🧐｜真佣突破100%📈（CC繁中字幕）,2025-10-09T10:00:46Z,PT8M37S,2390,95,23
nHAhpdg_DkI,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💰醫療融資對沖伏唔伏🧐】華麗嘅保險包裝🎁｜苦主嘅10年體驗🥲｜數字上嘅可能性📊｜買都要留意呢啲⚠️,2025-10-06T00:00:58Z,PT40M54S,4957,315,203
-qzDUiJFxy8,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【😈萬通代理釘牌50個月內幕🏛】保監重鎚出擊🫵🏻｜萬通特殊玩法🤔｜扭曲後嘅韭菜刀🤑｜轉保要特別留神⚠️,2025-09-30T00:00:01Z,PT41M36S,4984,171,46
6T3Pc6aG8VM,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⛑️醫保苦主大集合🤬】因咩事完全拒賠💸｜點解賠出嚟咁少📉｜幾個貼士幫大家🫂（CC繁中字幕）,2025-09-25T00:00:08Z,PT16M35S,5615,233,86
6wSoS0o6kfA,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⛑️信諾續保玩殘患癌醫保客🤬】魔鬼條款有幾9😈｜點解可以搬龍門😵‍💫｜苦主係輸還是贏🤔｜有咩方法去自保🫂（CC繁中字幕）,2025-09-21T08:30:03Z,PT35M57S,8748,384,159
wohKTm93R-Q,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈新加坡嬴香港幾多📉】旅行去咗新加坡🛫｜嘢食好食過香港😋｜城市氣氛似昔日香港🎆｜就快尾燈都唔見👋🏻,2025-09-16T00:01:11Z,PT17M52S,22801,613,174
0M6DVFCm_zY,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💰保費回贈保險抵買嗎📈】cold call成日sell呢啲📞｜聽落好似都唔錯💡｜實際價值有幾多🧐｜邊啲人適合去買🤔,2025-09-10T00:00:00Z,PT42M23S,2519,113,28
TpMyol5R08c,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⛩️日本唔歡迎你呀🤬】收緊X國人常用簽證👋🏻｜執政聯盟嘅敗退📉｜想嚟日本應點做🤔｜仲有呢點要注意⛔️（CC繁中字幕）,2025-09-04T00:00:35Z,PT20M23S,5323,265,115
5OSF1d02nZ4,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤬網友屌七香港樓市見底未📉】傻9觀眾嘅追擊🤡｜10個月後嘅跟進🧐｜租金硬淨撐起樓📈｜投資不了自住搵位✅️,2025-09-01T00:00:05Z,PT15M2S,2886,103,56
hMeQX-q-Dpk,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏃🏻‍♂️海外參賽意外賠唔賠💸】旅遊保幫唔幫✅️｜個人保險又點計❎️｜其他活動又係點🤔｜因應自己需要買PLAN💡,2025-08-28T14:01:10Z,PT25M48S,2944,134,48
jUUcV-LK854,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈暫時嘅34%年度化回報💰】起點係股災斬半😱｜領悟股王投資法💡｜做得好嘅地方🔢｜守住20%嘅準備💪🏻（CC繁中字幕）,2025-08-26T00:00:50Z,PT39M30S,2638,136,46
mu8W6Xjz76I,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🧓80後畀00後嘅建議🫂】盡早揀定夠長跑道🛫｜每月儲到至少3成📈｜放眼世界投資美股🌎｜要有AI亦有人脈（CC繁中字幕）,2025-08-22T00:01:01Z,PT36M3S,3188,153,32
gqYIf4526dM,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🔢5大保險迷思-實戰篇🤔】醫保Claim完會加價📈｜儲蓄保係咪智商稅💸｜核保資料是否互通🛜｜一病Claim兩次🤑｜有Agent易Claim啲🫂（CC繁中字幕）,2025-08-18T00:00:44Z,PT18M20S,5754,188,55
pGnekKInwjU,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💸放棄保險百萬年薪，轉行做GOGOVAN🚛】2017半天吊嘅我🔄｜睇見保險自己嘅盡頭⛔️｜朋友嘅一句戲言🤪｜成就咗今日嘅我💪🏻（CC繁中字幕）,2025-08-12T00:01:22Z,PT44M16S,4518,187,51
NhHCvyQB0EM,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【👀做客應該點揀agent好🔢】先用排除法扣分📉｜有啲咩位會加分📈｜唔存在完美AGENT💡（CC繁中字幕）,2025-08-08T00:00:32Z,PT19M12S,2534,150,42
KpZC32zjwUY,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈儲蓄危疾分紅表現總覽📉】儲蓄危疾嘅興起🛫｜最長年期儲蓄單｜✅️邊間好邊間唔掂❎️｜比起純儲蓄分別🔢,2025-08-04T00:00:19Z,PT39M32S,8565,272,42
ct_p2VSpO14,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈保誠儲蓄分紅實測2025📉】劣跡斑斑嘅過去🤬｜內部文件流出😱｜5張真單深入分析🔢｜不信任嘅一票⚠️（CC繁中字幕）,2025-07-31T00:00:46Z,PT26M23S,7639,267,115
opZZQlKqRMQ,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💰深度討論退休策劃💸】退休表免費下載📊｜網友留言及回應🤔｜中產退休必須注意⚠️｜基層又應該點行🔢,2025-07-28T00:01:00Z,PT32M20S,4235,220,60
tYjCIr96zMk,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🪪會員真實個案分析📊】中產臨退休嘅擔憂🔢｜保障嘅缺口點補⚠️｜自住樓嘅隱憂😱｜理財上太保守📉（YT AI生成繁中字幕）,2025-07-24T00:00:57Z,PT37M11S,14239,617,530
vSo_NMc7aLE,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⛑️保險解憂雜貨店🫂】網友遇誤導銷售🔪｜IRR更實戰篇🔢｜香港年金特強保證回報📈｜智偉做咗解憂雜貨店🌞（YT AI生成字幕）,2025-07-21T00:00:55Z,PT28M58S,2883,151,42
OKlxMAEeK4Q,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏘買樓唔好買漏呢２樣🧐】最近多咗人買樓📈｜假如撞正一場大病😈｜有咩洗費可以cut🔢｜呢２樣嘢易買漏⛑️（CC繁中字幕）,2025-07-17T00:00:35Z,PT11M16S,12786,131,17
GdMsZjQLtAI,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈儲蓄保點計回報🤔】IRR係咩東東🔢｜簡單工具畀你用🧮｜心算72法則💡｜實戰幾張儲蓄單🔰（CC YT AI生成字幕）,2025-07-14T00:00:24Z,PT36M36S,7221,407,510
2TISWehTLoY,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏰美國迪士尼最強sales佬📈】窮之下嘅選擇｜受盡歧視不公平🥲｜破晒園內啲紀錄👑｜人生最自由時光🛫（CC繁中字幕）,2025-07-11T00:00:04Z,PT36M30S,2011,187,92
EnDkVgkpI2o,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🔪點樣cut儲蓄單無咁蝕💸】近期最多嘅疑問🤔｜拎幾張單嚟諗諗🧐｜cut單前嘅幾項考慮🔢｜仲幫唔幫到自己⛑️（YT AI生成字幕）,2025-07-07T00:00:13Z,PT41M44S,10563,367,77
VDwUa4a5XMo,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【👋🏻點睇Brian敗走日本回流香港🛫】最負責任嘅版本💪🏻｜起點已經錯錯錯❎️｜對老婆不負責任👎🏻｜打嚟打去第一關🐣（CC YT AI生成字幕）,2025-07-03T00:00:44Z,PT21M47S,14137,439,170
v4Blo_jSsZs,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💰567終身派息保險伏⚠️】完美嘅糖衣包裝😈｜危險嘅過早收割😨｜儲蓄保嘅滯後收成📉｜紅利不足提早打柴💀（YT AI生成字幕）,2025-06-30T00:00:55Z,PT39M52S,14122,411,139
7YQxvvsLJFA,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🛩極速拎日本PR⛩️】極度稀有嘅高度人才💎｜唔太洗做嘅印象🏖｜移居日本有咩困難⚠️｜仲咩夢想要去追🌠（YT AI生成字幕）,2025-06-27T13:00:16Z,PT25M39S,5538,196,33
UVJD9x-1m_8,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🧐宏利分紅保單實測（下集）🔢】宏利代理論點擊破🔢｜破解儲蓄單結構🧐｜宏利分紅比保誠差😨｜請廣傳減少將來苦主🫂（YT AI生成字幕）,2025-06-25T00:00:27Z,PT26M29S,13015,414,226
HJZ_8ljcHNc,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🧐宏利分紅保單實測（上集）🔢】宏利代理嘅踩場🫵🏻｜極速收集10張保單😏｜紅利超級大縮水📉｜十幾廿年一場空💸（YT AI生成字幕）,2025-06-23T00:00:16Z,PT27M12S,11270,356,221
Se1tD1LZCiM,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈醫保加價加幾多💸】年年額外保費調整😨｜VHIS數據庫🔢｜邊間保費加最快👎🏻｜邊間加完仲係平👍🏻（YT AI生成字幕）,2025-06-19T00:00:35Z,PT15M58S,18810,717,334
TGvsUc2WgmQ,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⚠️6月買單要小心😨】6月群妖出沒😈｜建議書回報為次要🔢｜睇埋網友呢幾間｜🎯特別招呼宏利（YT AI生成字幕）,2025-06-16T00:00:35Z,PT31M12S,7149,279,129
BhcLPzfr1g0,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤑東張西望保險佬被騙💸】點畀人呃110萬｜🤔點解會踩得咁深｜😨我遇過嘅阿姨騙徒｜🤬同事遇上無賴吞釘男（CC繁中字幕）,2025-06-14T04:00:14Z,PT13M26S,4307,157,51
mqLDbYfkC4Q,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🔥熱門儲蓄保紅利照妖鏡（下集）😱】畀多10間大家睇🔢｜黑箱作業儲蓄保🤬｜分紅原則有定無｜保監應該做下嘢🫵🏻（YT AI繁中字幕）,2025-06-11T00:00:54Z,PT45M21S,19627,560,296
VhlNuMcDAiw,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🔥熱門儲蓄保紅利照妖鏡（上集）😱】收集網友買咗咩plan｜🔢儲蓄保結構係點｜收埋紅利數據身有屎🤔｜保誠👎🏻AIA👍🏻（YT AI繁中字幕）,2025-06-09T00:00:30Z,PT35M43S,22938,669,216
C4KXRJMOSV0,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🧐普通人對保險業5大迷思㊙️】MDRT=百萬年薪💰｜做保險唔洗返工🛫｜做保險無晒朋友😭｜醫保成日claim唔到❎️｜搵靚女簽床單😋（YT AI繁中字幕）,2025-06-06T00:00:22Z,PT24M44S,5143,249,67
i5qOdBSf5sE,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤑港會計師借爆移英🛫】Threads高調出曬命PO💰｜極速畀網民起底🧐｜有無犯咗香港罪｜🤔我又點睇呢種行為（YT AI字幕）,2025-06-03T00:00:47Z,PT29M43S,9149,311,153
zUMpu3pX8Nk,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🔪保險cut單搞到犯國安😨】新聞公佈嘅訊息｜🤔我對消息嘅疑問｜🔢邊種可能性較高｜國安之下輸幾多📉（YT AI字幕）,2025-05-30T10:01:41Z,PT29M10S,3028,136,59
p2AC17oJsgQ,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏥睇公立自己畀幾多💸】最新嘅價格調整🔢｜自費項目唔好睇漏眼🧐｜嚟緊10年仲艱難｜🫂將風險轉移畀保險公司（CC繁中字幕）,2025-05-27T00:01:01Z,PT14M33S,5809,216,124
812SMHJBS-Q,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🧠老母個腦跌撚咗🛫】不孝女嘅threads post🤬｜網民嘅口誅筆伐🫵🏻｜1500零用錢好多🤔｜請體諒僅存年輕人🫂（YT AI繁中字幕）,2025-05-24T03:00:09Z,PT19M15S,2298,181,105
l4qFKPpNQ14,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏦恒生大裁員我點睇🔪】實際炒咗幾多人🧐｜Threads IT SM訴苦文🥲｜ 246唔係新鮮事  😨｜香港經濟暗湧已至🫂（YT AI字幕）,2025-05-21T00:00:50Z,PT23M15S,8185,261,128
6gSoXV78yEQ,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🗽美國醫療及醫保制度🏥】接近完全私人制💸｜先進國家排包尾👎🏻｜一哥點解搞成咁🤔｜chat仔嘅睇法（YT AI字幕）,2025-05-19T00:00:04Z,PT32M49S,2002,86,27
IPgkEav1TM8,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【😨地震旅遊保點賠💰】盤點10間常見旅遊保🔢｜會唔會完全唔賠🧐｜乜嘢賠乜嘢唔賠✅️｜有啲咩伏位要注意❎️（CC Youtube AI字幕）,2025-05-15T00:00:16Z,PT28M24S,2760,151,45
hqqfPHpznns,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⚠️警告-深度分析舊保單問題🧐】其實係要點搞承繼😵‍💫｜智偉保費計錯咗👎🏻｜點解可以輸咁多💸｜其他嘅推斷🔢,2025-05-12T00:00:39Z,PT38M34S,4844,235,52
bo3z4ZCqRnI,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🧐東張西望儲蓄保單承繼迷思😨】問極都錯嘅程序👎🏻｜要唔要搞遺產承繼🤔｜失德亂噏嘅agent❎️｜輸得癲咗嘅儲蓄單💸（CC繁中字幕）,2025-05-07T10:01:05Z,PT14M7S,15035,410,192
gefehQFqyjY,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⚠️我點睇啲日本地震預言😨】有幾多呢啲預言｜🎯幾多中幾多唔中｜🧐我點睇呢啲預言｜嚟日本住嘅命運🙏🏻（CC繁中字幕）,2025-05-04T03:00:45Z,PT20M57S,4642,162,51
xaGS5KJlQOo,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【✅️特郎普上任100日-成功定爛尾❎️】本身話要做啲乜🔢｜核心任務做成點👍🏻｜邊啲得邊啲唔得👎🏻｜自製嘅進退兩難😨（繁中字幕簡化版）,2025-05-01T01:01:01Z,PT37M38S,1065,68,22
myS9cbcEpvg,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【😎保險人睇落風光，實際係😨】社交平台上曬命💰｜充大頭鬼嘅特質🤬｜普遍理財都唔得｜極低嘅成功率📉（AI繁中字幕，含大量錯別字）,2025-04-28T00:00:54Z,PT21M45S,15433,436,169
Iew_ftTPA9I,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤑直播精華-深入研究雙重派息伏💸】雙重派息作招徠｜銀行真係多咗錢｜點知本金一路縮📉｜後生不太推薦買❎️（AI繁中字幕）,2025-04-25T00:00:18Z,PT27M22S,4275,146,55
-Cb4dKUeVFw,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【👶🏻未出世嘅BB都有得買危疾⛑️】有咩理由要去買｜🧐市場上部分選擇｜✅️新PLAN帶嚟新玩法｜👍🏻非儲蓄唔留手尾（CC繁中字幕）,2025-04-22T00:00:00Z,PT9M42S,11606,134,21
QsJbNdXqFRY,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【😎股王投資法📈】點去揀出股王🧐｜ 個source喺邊度嚟  ✅️｜特別睇好嘅板塊公司｜🤑點先賺得夠多（CC繁中字幕）,2025-04-19T04:00:26Z,PT36M45S,4081,188,73
7Vp0d-3nhT0,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤑派息基金雙重派息伏💸】苦主觀眾嘅求助｜派息基金雙重派息📈｜實測呢招掂唔掂📉｜賺息蝕本最戇居❎️（CC繁中字幕）,2025-04-16T00:00:06Z,PT23M57S,19865,658,144
4hFWdew1wBE,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📉股災殺到埋身喇💸】特式股災來臨😎｜股債虛幣全殺🔪｜小股民應該點做🥲｜智偉點樣應對💪🏻（CC繁中字幕）,2025-04-12T12:00:06Z,PT25M9S,3310,220,77
07sHWqta98o,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【😎裸辭失敗嚟日本🌸】裸辭好型好青春🤔｜唔裸辭嘅優勢✅️｜安心嘅過度期📈｜有咩條件先做到🛜,2025-04-09T10:00:02Z,PT17M12S,3810,163,54
fNE9r35ivcc,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤔有咩保險包身體檢查？😎】唔係講濫用嗰種｜邊啲Plan性價比高啲✅️｜有冇伏位要注意？❎（CC繁中字幕）,2025-04-07T00:00:25Z,PT10M,12211,163,30
kv9RNL1pdqg,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【❎️唔cut單都係保險伏💸】苦主觀眾嘅求助｜代理叫我唔好cut單🤔｜暗藏幾大保險伏😱｜為佣金可以去到幾盡🤬（CC繁中字幕）,2025-04-03T00:00:43Z,PT19M21S,7147,329,101
qLeePUNYym4,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💪🏻健身教練雙重身份操爆客🤑】估佢唔到嘅真身｜💸一劏劏足10年期｜😱亂入受保人都得｜買嘢要避呢種人🤬（CC繁中字幕）,2025-03-27T10:00:59Z,PT12M46S,2249,120,38
X3XiTRlVxL4,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⛩️感謝日本3年以來嘅一切🙏🏻】追逐日本夢｜😔衰退期廢中嘅掙扎🤨｜靠推老婆出去做🤬｜努力行出一條路💪🏻,2025-03-24T10:00:41Z,PT20M56S,6130,303,138
m8HO7ziMz3Y,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📉智偉2025投資部署📈】現時嘅倉位｜🤔對今年嘅睇法｜✅️有乜資產喺watchlist❌️｜策略及期望（CC繁中字幕）,2025-03-22T00:00:43Z,PT26M13S,4204,229,66
GedtuOQ8_T0,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【❌️消委會批評私院收費海鮮價🤬】收費報價唔透明🧐｜報咗價都隨時改😱｜有保險就收貴啲｜🤑住靚房都收貴啲（CC繁中字幕）,2025-03-19T00:00:12Z,PT11M25S,1451,95,41
LICUh-osWGs,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏥醫保應該點轉好🤔】對現有產品嘅不滿｜💸加幅驚人負擔唔起｜🫂孤兒仔無人理你｜🧐轉醫保時要留心（CC繁中字幕）,2025-03-15T05:43:52Z,PT13M33S,15197,325,66
45ZyP9Al8ls,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📈MPF 2024成績表📉】上年唔賺真抵打😅｜邊個版塊最亮麗｜🤔邊間公司最出色｜🧐2025我係點睇？（CC繁中字幕）,2025-03-12T00:00:07Z,PT19M28S,7849,268,44
3FDvENBDCIo,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤑@brianstudyroom 靠網路行乞移居日本可行嗎？😏】兩公婆裸辭到日本｜💸半年唔夠燒光積蓄｜🙏🏻靠會員課金留喺日本？｜呢一招行唔行得通？🤔,2025-03-09T01:00:06Z,PT1H53S,15763,638,227
pEhBmflVIIw,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🧐保監局再出手限制分紅保單❌️】唔准你吹到咁大🤬｜之前吹到離晒罩｜🫂儲蓄苦主一籮籮｜買儲蓄保嘅貼士✅️（CC繁中字幕）,2025-03-05T10:01:01Z,PT9M10S,6038,183,59
9pJcQlpAvpM,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🤬又一份垃圾財政預算❎️】輕鬆批中2000億財赤｜😵‍💫過渡性小修小補｜💸無作為無遠見班底｜下屆先正式改革🤔（CC繁中字幕）,2025-03-03T00:00:07Z,PT27M11S,4056,156,55
t3hJVfaSLZY,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⛩️闊別９年重遊北海道♨️】阿灑間貓Cafe😻｜小樽嘅香港人🫂｜終於見到大喬小聰😃｜探朋友重要過景點❤️（CC繁中字幕）,2025-02-27T00:00:45Z,PT32M27S,1275,95,27
xB_TAPcNjxY,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🗣個人溝通技巧分享🫂】重點係聽唔係講👂🏼｜講少少引人開口👄｜盡快搵出共通點｜❤️真心想認識對方（CC繁中字幕）,2025-02-24T00:00:44Z,PT10M41S,1348,95,18
QKVHAGO5FhI,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🏂滑雪新手請進場⛷️】跌兩下爆咗裝甲💀｜長期輸送帶練習｜❎️人氣雪場打個咭｜✅️特快升lv小貼士😎（CC繁中字幕）,2025-02-19T10:00:33Z,PT12M13S,2542,103,48
W2wfzfcuAEo,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,［建議睇阿灑嗰條靚音質］熱血港女阿灑一齊開Live😎,2025-02-17T02:23:08Z,PT1H14M36S,1345,69,13
5b82I2EdlmI,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💰借錢買單被call loan100萬之內情💸】東張西望苦主慘情🥲｜慘情背後仲有內情🧐｜保費融資咪亂掂❌️｜係無知還是......？🤔（CC繁中字幕）,2025-02-15T11:30:05Z,PT10M21S,33943,711,152
X5BFB6xIAtg,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,"【🤑傀儡保險代理案呃5,200萬佣🚨】咁易呃好過去搶｜💸查實件事係點呃｜💰實際落袋有幾多｜搭大雞棚再呃多筆😎（CC繁中字幕）",2025-02-12T00:00:26Z,PT11M19S,4855,340,96
cmbbAVpiB2k,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【⛩️日本在住港人點睇日本醫療🤔】大S事件引發批評🤬｜我對批評嘅回應｜😵‍💫溝通唔到可以點醫｜作為外國旅客責任💪🏻（CC繁中字幕）,2025-02-10T00:00:32Z,PT38M44S,2060,131,35
Ex5ZEvHuzf4,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【💀流感病逝旅遊保賠唔賠🥲】本身病逝係點賠｜⚠️最重要係時間線｜🤔個人保險又點賠？｜💪🏻保住命仔最重要（CC繁中字幕）,2025-02-05T10:00:25Z,PT10M37S,6103,286,65
eosm517uxTc,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,my #snowfeet #skiskates evolution,2025-02-03T03:38:50Z,PT2M59S,393,16,4
1ZlMHm5HIj0,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🛩大灣區航空彈票賠唔賠💸】GBA無機彈票｜旅遊保保定唔保🤔｜盤點10間公司條款｜❌️無乜事避一避佢（CC繁中字幕）,2025-02-01T04:00:02Z,PT19M31S,1924,104,36
ItmLb1FShgg,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🔪10個KK園騙局😱】最早期嘅騙局｜❌️針對年輕人嘅局｜中年阿嬋照殺😨｜嚟緊仲會點演變（CC繁中字幕）,2025-01-27T00:00:11Z,PT35M9S,6237,261,70
MwU_3MSwTkU,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【📉2025香港會點行📈】經濟依舊食老本｜樓市見底定下插🤔｜中美關係點樣行🔪｜好天收埋落雨柴（CC繁中字幕）,2025-01-24T01:00:15Z,PT32M6S,2333,122,47
cWZx9Nhmx6c,UCCjW9xzAsCSKIzDYCx8CuxA,智偉保險理財Talk,【🔪中KK園伏，保險賠唔賠🤔】上錯車到KK園😨｜毒打割腎命都無💀｜邊啲賠邊啲唔賠｜無乜事搭返地鐵🙏🏻（CC繁中字幕）,2025-01-20T10:00:39Z,PT20M,3015,122,36
